avg_x,avg_y,timestamp_sec,person_id,cluster,class,type,details
14366.272727272728,-11018.136363636364,2013-01-09 03:00:58,10005800,-1,MOVE,noise,before/after clustering
14018.2,-10059.333333333332,2013-01-09 03:00:59,10005800,-1,MOVE,noise,before/after clustering
13307.266666666668,-8889.466666666665,2013-01-09 03:01:00,10005800,-1,MOVE,noise,before/after clustering
12825.466666666667,-8190.866666666666,2013-01-09 03:01:01,10005800,-1,MOVE,noise,before/after clustering
12255.166666666668,-7595.166666666665,2013-01-09 03:01:02,10005800,-1,MOVE,noise,before/after clustering
11307.03448275862,-6764.344827586207,2013-01-09 03:01:03,10005800,-1,MOVE,noise,before/after clustering
10458.071428571428,-5944.0,2013-01-09 03:01:04,10005800,-1,MOVE,noise,before/after clustering
9918.214285714284,-5302.214285714285,2013-01-09 03:01:05,10005800,-1,MOVE,noise,before/after clustering
9364.464285714284,-4571.821428571428,2013-01-09 03:01:06,10005800,-1,MOVE,noise,before/after clustering
8832.925925925927,-3664.0740740740735,2013-01-09 03:01:07,10005800,-1,MOVE,noise,before/after clustering
8215.037037037036,-2942.703703703704,2013-01-09 03:01:08,10005800,-1,MOVE,noise,before/after clustering
7579.464285714284,-2158.1785714285716,2013-01-09 03:01:09,10005800,-1,MOVE,noise,before/after clustering
6726.074074074074,-1395.7777777777776,2013-01-09 03:01:10,10005800,-1,MOVE,noise,before/after clustering
6022.071428571428,-793.0357142857142,2013-01-09 03:01:11,10005800,-1,MOVE,noise,before/after clustering
5222.703703703704,-193.6296296296296,2013-01-09 03:01:12,10005800,-1,MOVE,noise,before/after clustering
4637.0,377.3928571428571,2013-01-09 03:01:13,10005800,-1,MOVE,noise,before/after clustering
3778.0740740740735,1191.4814814814813,2013-01-09 03:01:14,10005800,-1,MOVE,noise,before/after clustering
3113.285714285714,1902.607142857143,2013-01-09 03:01:15,10005800,1,STOP_1,cluster,cluster # 1
2420.259259259259,2474.6296296296296,2013-01-09 03:01:16,10005800,1,STOP_1,cluster,cluster # 1
1893.3703703703704,2861.296296296296,2013-01-09 03:01:17,10005800,1,STOP_1,cluster,cluster # 1
1711.2857142857142,3040.3571428571427,2013-01-09 03:01:18,10005800,1,STOP_1,cluster,cluster # 1
1730.4074074074074,3076.148148148148,2013-01-09 03:01:19,10005800,1,STOP_1,cluster,cluster # 1
1792.2592592592591,3098.9629629629626,2013-01-09 03:01:20,10005800,1,STOP_1,cluster,cluster # 1
1683.7037037037037,3099.814814814815,2013-01-09 03:01:21,10005800,1,STOP_1,cluster,cluster # 1
1648.4444444444443,3113.703703703704,2013-01-09 03:01:22,10005800,1,STOP_1,cluster,cluster # 1
1763.6666666666665,3113.5185185185182,2013-01-09 03:01:23,10005800,1,STOP_1,cluster,cluster # 1
1761.923076923077,3098.9615384615386,2013-01-09 03:01:24,10005800,1,STOP_1,cluster,cluster # 1
1697.0357142857142,3055.75,2013-01-09 03:01:25,10005800,1,STOP_1,cluster,cluster # 1
1585.076923076923,3127.269230769231,2013-01-09 03:01:26,10005800,1,STOP_1,cluster,cluster # 1
1343.5357142857142,3322.75,2013-01-09 03:01:27,10005800,1,STOP_1,cluster,cluster # 1
