avg_x,avg_y,timestamp_sec,person_id,cluster,class,type,details
5407.5,398.5,2013-01-09 03:31:29,10312900,-1,MOVE,noise,before/after clustering
5533.107142857143,-22.357142857142858,2013-01-09 03:31:30,10312900,-1,MOVE,noise,before/after clustering
6682.892857142857,-1145.7857142857142,2013-01-09 03:31:31,10312900,-1,MOVE,noise,before/after clustering
7973.11111111111,-2238.814814814815,2013-01-09 03:31:32,10312900,-1,MOVE,noise,before/after clustering
8972.321428571428,-3236.285714285714,2013-01-09 03:31:33,10312900,1,STOP_1,cluster,cluster # 1
9537.535714285714,-3906.857142857143,2013-01-09 03:31:34,10312900,1,STOP_1,cluster,cluster # 1
9556.896551724138,-4123.172413793104,2013-01-09 03:31:35,10312900,1,STOP_1,cluster,cluster # 1
9524.75,-4174.5,2013-01-09 03:31:36,10312900,1,STOP_1,cluster,cluster # 1
9561.928571428572,-4153.428571428572,2013-01-09 03:31:37,10312900,1,STOP_1,cluster,cluster # 1
9613.655172413792,-3957.206896551724,2013-01-09 03:31:38,10312900,1,STOP_1,cluster,cluster # 1
9597.275862068964,-3921.586206896552,2013-01-09 03:31:39,10312900,1,STOP_1,cluster,cluster # 1
9639.137931034482,-3913.6896551724135,2013-01-09 03:31:40,10312900,1,STOP_1,cluster,cluster # 1
9467.607142857143,-3899.571428571429,2013-01-09 03:31:41,10312900,1,STOP_1,cluster,cluster # 1
9513.25,-3863.107142857143,2013-01-09 03:31:42,10312900,1,STOP_1,cluster,cluster # 1
9619.758620689656,-3921.931034482759,2013-01-09 03:31:43,10312900,1,STOP_1,cluster,cluster # 1
9649.642857142857,-4041.321428571429,2013-01-09 03:31:44,10312900,1,STOP_1,cluster,cluster # 1
10345.846153846152,-4625.692307692308,2013-01-09 03:31:45,10312900,1,STOP_1,cluster,cluster # 1
11767.407407407409,-5982.851851851852,2013-01-09 03:31:46,10312900,-1,MOVE,noise,before/after clustering
13078.413793103447,-7229.931034482758,2013-01-09 03:31:47,10312900,-1,MOVE,noise,before/after clustering
14343.535714285714,-8182.0,2013-01-09 03:31:48,10312900,-1,MOVE,noise,before/after clustering
15645.571428571428,-8926.5,2013-01-09 03:31:49,10312900,-1,MOVE,noise,before/after clustering
16798.25,-9822.035714285714,2013-01-09 03:31:50,10312900,-1,MOVE,noise,before/after clustering
17846.285714285714,-10852.428571428572,2013-01-09 03:31:51,10312900,-1,MOVE,noise,before/after clustering
18480.321428571428,-11963.214285714286,2013-01-09 03:31:52,10312900,-1,MOVE,noise,before/after clustering
19166.25,-12411.321428571428,2013-01-09 03:31:53,10312900,-1,MOVE,noise,before/after clustering
19932.214285714286,-12842.5,2013-01-09 03:31:54,10312900,-1,MOVE,noise,before/after clustering
20819.06896551724,-13296.413793103447,2013-01-09 03:31:55,10312900,-1,MOVE,noise,before/after clustering
21461.275862068967,-13757.03448275862,2013-01-09 03:31:56,10312900,-1,MOVE,noise,before/after clustering
22484.571428571428,-14159.214285714286,2013-01-09 03:31:57,10312900,-1,MOVE,noise,before/after clustering
23737.36666666667,-14623.966666666667,2013-01-09 03:31:58,10312900,-1,MOVE,noise,before/after clustering
24660.36666666667,-14812.433333333332,2013-01-09 03:31:59,10312900,-1,MOVE,noise,before/after clustering
25634.43333333333,-15156.9,2013-01-09 03:32:00,10312900,-1,MOVE,noise,before/after clustering
26650.1,-15527.033333333333,2013-01-09 03:32:01,10312900,-1,MOVE,noise,before/after clustering
27688.827586206895,-15893.96551724138,2013-01-09 03:32:02,10312900,-1,MOVE,noise,before/after clustering
28626.06666666667,-16269.5,2013-01-09 03:32:03,10312900,-1,MOVE,noise,before/after clustering
29684.892857142855,-16680.75,2013-01-09 03:32:04,10312900,-1,MOVE,noise,before/after clustering
30571.06896551724,-17546.137931034486,2013-01-09 03:32:05,10312900,-1,MOVE,noise,before/after clustering
31809.107142857145,-18132.571428571428,2013-01-09 03:32:06,10312900,-1,MOVE,noise,before/after clustering
33069.88888888889,-18611.81481481481,2013-01-09 03:32:07,10312900,-1,MOVE,noise,before/after clustering
34083.678571428565,-18718.92857142857,2013-01-09 03:32:08,10312900,-1,MOVE,noise,before/after clustering
35302.79310344828,-19044.344827586207,2013-01-09 03:32:09,10312900,-1,MOVE,noise,before/after clustering
36145.35714285714,-19472.607142857145,2013-01-09 03:32:10,10312900,-1,MOVE,noise,before/after clustering
37355.96428571429,-19939.571428571428,2013-01-09 03:32:11,10312900,-1,MOVE,noise,before/after clustering
38460.8275862069,-20303.41379310345,2013-01-09 03:32:12,10312900,-1,MOVE,noise,before/after clustering
39464.571428571435,-20707.821428571428,2013-01-09 03:32:13,10312900,-1,MOVE,noise,before/after clustering
40549.75,-21103.214285714286,2013-01-09 03:32:14,10312900,-1,MOVE,noise,before/after clustering
41724.103448275855,-21781.51724137931,2013-01-09 03:32:15,10312900,-1,MOVE,noise,before/after clustering
42550.428571428565,-21805.785714285717,2013-01-09 03:32:16,10312900,-1,MOVE,noise,before/after clustering
43360.28571428571,-21668.642857142855,2013-01-09 03:32:17,10312900,-1,MOVE,noise,before/after clustering
44399.75,-21379.857142857145,2013-01-09 03:32:18,10312900,-1,MOVE,noise,before/after clustering
45419.21428571429,-20661.571428571428,2013-01-09 03:32:19,10312900,-1,MOVE,noise,before/after clustering
46532.96551724138,-19972.310344827583,2013-01-09 03:32:20,10312900,-1,MOVE,noise,before/after clustering
46973.230769230766,-19237.69230769231,2013-01-09 03:32:21,10312900,-1,MOVE,noise,before/after clustering
