avg_x,avg_y,timestamp_sec,person_id,cluster,class,type,details
-27904.823529411766,3935.705882352941,2013-01-09 03:41:01,10410100,-1,MOVE,noise,before/after clustering
-28275.5,3244.9666666666662,2013-01-09 03:41:02,10410100,-1,MOVE,noise,before/after clustering
-29033.9,2707.9666666666662,2013-01-09 03:41:03,10410100,-1,MOVE,noise,before/after clustering
-29945.193548387095,2225.7096774193546,2013-01-09 03:41:04,10410100,-1,MOVE,noise,before/after clustering
-30722.58620689655,1791.1379310344828,2013-01-09 03:41:05,10410100,-1,MOVE,noise,before/after clustering
-31344.86206896552,1412.0689655172412,2013-01-09 03:41:06,10410100,-1,MOVE,noise,before/after clustering
-32098.642857142855,768.0714285714284,2013-01-09 03:41:07,10410100,1,STOP_1,cluster,cluster # 1
-32901.678571428565,261.14285714285717,2013-01-09 03:41:08,10410100,1,STOP_1,cluster,cluster # 1
-33227.178571428565,77.96428571428571,2013-01-09 03:41:09,10410100,1,STOP_1,cluster,cluster # 1
-33215.46428571429,-61.92857142857143,2013-01-09 03:41:10,10410100,1,STOP_1,cluster,cluster # 1
-33247.607142857145,26.25,2013-01-09 03:41:11,10410100,1,STOP_1,cluster,cluster # 1
-33234.07407407407,25.03703703703704,2013-01-09 03:41:12,10410100,1,STOP_1,cluster,cluster # 1
-33218.0,-62.93333333333333,2013-01-09 03:41:13,10410100,1,STOP_1,cluster,cluster # 1
-33202.07142857143,-35.57142857142857,2013-01-09 03:41:14,10410100,1,STOP_1,cluster,cluster # 1
-33224.89655172414,65.48275862068965,2013-01-09 03:41:15,10410100,1,STOP_1,cluster,cluster # 1
-33176.178571428565,60.035714285714285,2013-01-09 03:41:16,10410100,1,STOP_1,cluster,cluster # 1
-33190.24137931034,-74.79310344827586,2013-01-09 03:41:17,10410100,1,STOP_1,cluster,cluster # 1
-33260.24137931034,-21.27586206896552,2013-01-09 03:41:18,10410100,1,STOP_1,cluster,cluster # 1
-33255.03448275862,-7.724137931034483,2013-01-09 03:41:19,10410100,1,STOP_1,cluster,cluster # 1
-33281.642857142855,6.678571428571429,2013-01-09 03:41:20,10410100,1,STOP_1,cluster,cluster # 1
-33242.137931034486,60.827586206896555,2013-01-09 03:41:21,10410100,1,STOP_1,cluster,cluster # 1
-33262.0,-2.5517241379310343,2013-01-09 03:41:22,10410100,1,STOP_1,cluster,cluster # 1
-33173.357142857145,6.392857142857143,2013-01-09 03:41:23,10410100,1,STOP_1,cluster,cluster # 1
-33186.357142857145,3.0357142857142856,2013-01-09 03:41:24,10410100,1,STOP_1,cluster,cluster # 1
-33300.206896551725,17.413793103448278,2013-01-09 03:41:25,10410100,1,STOP_1,cluster,cluster # 1
-33238.58620689655,-4.793103448275862,2013-01-09 03:41:26,10410100,1,STOP_1,cluster,cluster # 1
-33191.34482758621,17.482758620689655,2013-01-09 03:41:27,10410100,1,STOP_1,cluster,cluster # 1
-33216.107142857145,-68.10714285714286,2013-01-09 03:41:28,10410100,1,STOP_1,cluster,cluster # 1
-33344.27586206897,-319.44827586206895,2013-01-09 03:41:29,10410100,1,STOP_1,cluster,cluster # 1
-33700.0,-701.3214285714286,2013-01-09 03:41:30,10410100,1,STOP_1,cluster,cluster # 1
-34136.48275862069,-1422.0,2013-01-09 03:41:31,10410100,1,STOP_1,cluster,cluster # 1
-34508.1724137931,-2125.3103448275865,2013-01-09 03:41:32,10410100,-1,MOVE,transition,from cluster 1
-34907.357142857145,-2741.035714285714,2013-01-09 03:41:33,10410100,2,STOP_2,cluster,cluster # 2
-35280.53571428572,-3412.8214285714284,2013-01-09 03:41:34,10410100,2,STOP_2,cluster,cluster # 2
-35616.55172413793,-3926.931034482759,2013-01-09 03:41:35,10410100,2,STOP_2,cluster,cluster # 2
-35978.82142857143,-4167.214285714285,2013-01-09 03:41:36,10410100,2,STOP_2,cluster,cluster # 2
-35996.206896551725,-4205.172413793104,2013-01-09 03:41:37,10410100,2,STOP_2,cluster,cluster # 2
-36011.777777777774,-4227.962962962963,2013-01-09 03:41:38,10410100,2,STOP_2,cluster,cluster # 2
-35756.6551724138,-4204.172413793104,2013-01-09 03:41:39,10410100,2,STOP_2,cluster,cluster # 2
-35742.142857142855,-4201.035714285714,2013-01-09 03:41:40,10410100,2,STOP_2,cluster,cluster # 2
-35746.107142857145,-4244.928571428572,2013-01-09 03:41:41,10410100,2,STOP_2,cluster,cluster # 2
-35812.74074074074,-4109.148148148148,2013-01-09 03:41:42,10410100,2,STOP_2,cluster,cluster # 2
-35819.51851851852,-4158.666666666666,2013-01-09 03:41:43,10410100,2,STOP_2,cluster,cluster # 2
-35763.629629629635,-4164.666666666666,2013-01-09 03:41:44,10410100,2,STOP_2,cluster,cluster # 2
-35726.15384615385,-4187.730769230769,2013-01-09 03:41:45,10410100,2,STOP_2,cluster,cluster # 2
-35786.07407407407,-4195.62962962963,2013-01-09 03:41:46,10410100,2,STOP_2,cluster,cluster # 2
-36028.96,-4221.32,2013-01-09 03:41:47,10410100,2,STOP_2,cluster,cluster # 2
-36060.11111111111,-4194.740740740741,2013-01-09 03:41:48,10410100,2,STOP_2,cluster,cluster # 2
-36065.321428571435,-4250.428571428572,2013-01-09 03:41:49,10410100,2,STOP_2,cluster,cluster # 2
-35836.7037037037,-4569.962962962963,2013-01-09 03:41:50,10410100,2,STOP_2,cluster,cluster # 2
-35512.4,-5064.6,2013-01-09 03:41:51,10410100,2,STOP_2,cluster,cluster # 2
