avg_x,avg_y,timestamp_sec,person_id,cluster,class,type,details
16555.875,-13467.0,2013-01-09 03:39:43,10394301,1,STOP_1,cluster,cluster # 1
16540.0,-13638.423076923076,2013-01-09 03:39:44,10394301,1,STOP_1,cluster,cluster # 1
16698.037037037036,-14203.037037037036,2013-01-09 03:39:45,10394301,1,STOP_1,cluster,cluster # 1
16533.03846153846,-13877.769230769232,2013-01-09 03:39:46,10394301,1,STOP_1,cluster,cluster # 1
16489.25925925926,-13531.185185185184,2013-01-09 03:39:47,10394301,1,STOP_1,cluster,cluster # 1
16683.0,-13633.555555555557,2013-01-09 03:39:48,10394301,1,STOP_1,cluster,cluster # 1
16700.777777777777,-13873.74074074074,2013-01-09 03:39:49,10394301,1,STOP_1,cluster,cluster # 1
16777.296296296296,-13900.37037037037,2013-01-09 03:39:50,10394301,1,STOP_1,cluster,cluster # 1
16872.814814814818,-13970.703703703704,2013-01-09 03:39:51,10394301,1,STOP_1,cluster,cluster # 1
16950.0,-13812.296296296296,2013-01-09 03:39:52,10394301,1,STOP_1,cluster,cluster # 1
17869.884615384617,-13605.461538461537,2013-01-09 03:39:53,10394301,1,STOP_1,cluster,cluster # 1
18037.48148148148,-13444.851851851852,2013-01-09 03:39:54,10394301,1,STOP_1,cluster,cluster # 1
17667.111111111113,-13598.407407407409,2013-01-09 03:39:55,10394301,1,STOP_1,cluster,cluster # 1
17203.48148148148,-13124.333333333332,2013-01-09 03:39:56,10394301,1,STOP_1,cluster,cluster # 1
17167.19230769231,-12961.923076923076,2013-01-09 03:39:57,10394301,1,STOP_1,cluster,cluster # 1
17258.0,-13276.75,2013-01-09 03:39:58,10394301,1,STOP_1,cluster,cluster # 1
17244.758620689656,-13218.103448275862,2013-01-09 03:39:59,10394301,1,STOP_1,cluster,cluster # 1
17196.93333333333,-13280.3,2013-01-09 03:40:00,10394301,1,STOP_1,cluster,cluster # 1
17361.1,-13499.0,2013-01-09 03:40:01,10394301,1,STOP_1,cluster,cluster # 1
17239.333333333332,-13442.9,2013-01-09 03:40:02,10394301,1,STOP_1,cluster,cluster # 1
17118.9,-13589.833333333332,2013-01-09 03:40:03,10394301,1,STOP_1,cluster,cluster # 1
17230.4,-13557.3,2013-01-09 03:40:04,10394301,1,STOP_1,cluster,cluster # 1
17310.37931034483,-13572.137931034484,2013-01-09 03:40:05,10394301,1,STOP_1,cluster,cluster # 1
17355.5,-13359.892857142857,2013-01-09 03:40:06,10394301,1,STOP_1,cluster,cluster # 1
17587.571428571428,-12921.428571428572,2013-01-09 03:40:07,10394301,1,STOP_1,cluster,cluster # 1
17615.0,-11322.0,2013-01-09 03:40:08,10394301,2,STOP_2,cluster,cluster # 2
17511.642857142855,-10941.035714285714,2013-01-09 03:40:09,10394301,2,STOP_2,cluster,cluster # 2
17827.444444444445,-10522.148148148148,2013-01-09 03:40:10,10394301,2,STOP_2,cluster,cluster # 2
18143.62962962963,-10501.0,2013-01-09 03:40:11,10394301,2,STOP_2,cluster,cluster # 2
18277.142857142855,-10123.25,2013-01-09 03:40:12,10394301,2,STOP_2,cluster,cluster # 2
18371.964285714286,-10358.25,2013-01-09 03:40:13,10394301,2,STOP_2,cluster,cluster # 2
18358.964285714286,-10151.428571428572,2013-01-09 03:40:14,10394301,2,STOP_2,cluster,cluster # 2
18408.92857142857,-10320.035714285714,2013-01-09 03:40:15,10394301,2,STOP_2,cluster,cluster # 2
18372.142857142855,-10500.607142857143,2013-01-09 03:40:16,10394301,2,STOP_2,cluster,cluster # 2
18447.142857142855,-10477.785714285714,2013-01-09 03:40:17,10394301,2,STOP_2,cluster,cluster # 2
18242.821428571428,-10502.214285714286,2013-01-09 03:40:18,10394301,2,STOP_2,cluster,cluster # 2
17942.5,-10021.821428571428,2013-01-09 03:40:19,10394301,2,STOP_2,cluster,cluster # 2
17687.363636363636,-9319.090909090908,2013-01-09 03:40:20,10394301,2,STOP_2,cluster,cluster # 2
