person_id,avg_x,avg_y,avg_z,timestamp_sec
10383900,-10956.961538461538,12682.153846153846,1332.6923076923076923,2013-01-09 03:38:39
10383900,-10826.851851851852,11845.296296296296,1280.7037037037037037,2013-01-09 03:38:40
10383900,-10725.428571428571,10991.571428571429,1232.5000000000000000,2013-01-09 03:38:41
10383900,-10778.357142857143,10197.7857142857142857,1380.6785714285714286,2013-01-09 03:38:42
10383900,-10706.357142857143,9410.8928571428571429,1391.1428571428571429,2013-01-09 03:38:43
10383900,-10141.5925925925925926,8659.0000000000000000,1353.9259259259259259,2013-01-09 03:38:44
10383900,-9576.9642857142857143,8134.7857142857142857,1422.6071428571428571,2013-01-09 03:38:45
10383900,-9023.2222222222222222,7634.2592592592592593,1367.2592592592592593,2013-01-09 03:38:46
10383900,-8655.0740740740740741,7060.6666666666666667,1448.4814814814814815,2013-01-09 03:38:47
10383900,-8278.7857142857142857,6439.6785714285714286,1429.3928571428571429,2013-01-09 03:38:48
10383900,-7822.1111111111111111,5919.3333333333333333,1430.2592592592592593,2013-01-09 03:38:49
10383900,-7287.8214285714285714,5546.6428571428571429,1387.0357142857142857,2013-01-09 03:38:50
10383900,-7043.5000000000000000,5333.5000000000000000,1491.3571428571428571,2013-01-09 03:38:51
10383900,-6961.5000000000000000,5304.8214285714285714,1475.3214285714285714,2013-01-09 03:38:52
10383900,-6996.0000000000000000,5289.4285714285714286,1472.8571428571428571,2013-01-09 03:38:53
10383900,-6971.3928571428571429,5288.7142857142857143,1457.1428571428571429,2013-01-09 03:38:54
10383900,-6768.0714285714285714,5365.5714285714285714,1366.1071428571428571,2013-01-09 03:38:55
10383900,-6517.1379310344827586,5073.7586206896551724,1391.7586206896551724,2013-01-09 03:38:56
10383900,-6138.6428571428571429,4616.1428571428571429,1391.7857142857142857,2013-01-09 03:38:57
10383900,-5874.4137931034482759,4355.2068965517241379,1295.7586206896551724,2013-01-09 03:38:58
10383900,-5702.8333333333333333,3963.3000000000000000,1227.4333333333333333,2013-01-09 03:38:59
10383900,-5177.4333333333333333,3222.4333333333333333,1175.9666666666666667,2013-01-09 03:39:00
10383900,-4979.5806451612903226,2891.3225806451612903,1314.1290322580645161,2013-01-09 03:39:01
10383900,-4771.2000000000000000,2522.8333333333333333,1434.0000000000000000,2013-01-09 03:39:02
10383900,-4604.4827586206896552,2251.4482758620689655,1443.3793103448275862,2013-01-09 03:39:03
10383900,-4449.0333333333333333,2124.4000000000000000,1620.8333333333333333,2013-01-09 03:39:04
10383900,-4484.4827586206896552,2022.2758620689655172,1756.4482758620689655,2013-01-09 03:39:05
10383900,-4425.4827586206896552,1999.1034482758620690,1754.5517241379310345,2013-01-09 03:39:06
10383900,-4473.0689655172413793,2002.6896551724137931,1733.8620689655172414,2013-01-09 03:39:07
10383900,-4369.5714285714285714,2002.8928571428571429,1773.2500000000000000,2013-01-09 03:39:08
10383900,-4470.7142857142857143,2005.8214285714285714,1729.7857142857142857,2013-01-09 03:39:09
10383900,-4247.6666666666666667,1781.2962962962962963,1757.2592592592592593,2013-01-09 03:39:10
10383900,-3942.3750000000000000,1399.3750000000000000,1781.0000000000000000,2013-01-09 03:39:11
