person_id,avg_x,avg_y,avg_z,timestamp_sec
10394301,16555.875000000000,-13467.000000000000,983.6250000000000000,2013-01-09 03:39:43
10394301,16540.000000000000,-13638.423076923077,966.1923076923076923,2013-01-09 03:39:44
10394301,16698.037037037037,-14203.037037037037,1026.3703703703703704,2013-01-09 03:39:45
10394301,16533.038461538462,-13877.769230769231,1000.4230769230769231,2013-01-09 03:39:46
10394301,16489.259259259259,-13531.185185185185,995.5555555555555556,2013-01-09 03:39:47
10394301,16683.000000000000,-13633.555555555556,1060.6296296296296296,2013-01-09 03:39:48
10394301,16700.777777777778,-13873.740740740741,1136.1481481481481481,2013-01-09 03:39:49
10394301,16777.296296296296,-13900.370370370370,1043.2962962962962963,2013-01-09 03:39:50
10394301,16872.814814814815,-13970.703703703704,1033.2592592592592593,2013-01-09 03:39:51
10394301,16950.000000000000,-13812.296296296296,1078.2592592592592593,2013-01-09 03:39:52
10394301,17869.884615384615,-13605.461538461538,1312.8076923076923077,2013-01-09 03:39:53
10394301,18037.481481481481,-13444.851851851852,1401.4814814814814815,2013-01-09 03:39:54
10394301,17667.111111111111,-13598.407407407407,1389.2962962962962963,2013-01-09 03:39:55
10394301,17203.481481481481,-13124.333333333333,1333.2592592592592593,2013-01-09 03:39:56
10394301,17167.192307692308,-12961.923076923077,1248.3076923076923077,2013-01-09 03:39:57
10394301,17258.000000000000,-13276.750000000000,1229.1071428571428571,2013-01-09 03:39:58
10394301,17244.758620689655,-13218.103448275862,1320.6551724137931034,2013-01-09 03:39:59
10394301,17196.933333333333,-13280.300000000000,1254.2666666666666667,2013-01-09 03:40:00
10394301,17361.100000000000,-13499.000000000000,1245.0000000000000000,2013-01-09 03:40:01
10394301,17239.333333333333,-13442.900000000000,1182.1000000000000000,2013-01-09 03:40:02
10394301,17118.900000000000,-13589.833333333333,1168.2666666666666667,2013-01-09 03:40:03
10394301,17230.400000000000,-13557.300000000000,1254.3666666666666667,2013-01-09 03:40:04
10394301,17310.379310344828,-13572.137931034483,1377.8275862068965517,2013-01-09 03:40:05
10394301,17355.500000000000,-13359.892857142857,1413.6428571428571429,2013-01-09 03:40:06
10394301,17587.571428571429,-12921.428571428571,1361.0000000000000000,2013-01-09 03:40:07
10394301,17615.000000000000,-11322.0000000000000000,1228.0000000000000000,2013-01-09 03:40:08
10394301,17511.642857142857,-10941.035714285714,1628.9642857142857143,2013-01-09 03:40:09
10394301,17827.444444444444,-10522.148148148148,1702.2962962962962963,2013-01-09 03:40:10
10394301,18143.629629629630,-10501.000000000000,1669.5925925925925926,2013-01-09 03:40:11
10394301,18277.142857142857,-10123.2500000000000000,1637.5714285714285714,2013-01-09 03:40:12
10394301,18371.964285714286,-10358.250000000000,1602.6785714285714286,2013-01-09 03:40:13
10394301,18358.964285714286,-10151.4285714285714286,1577.1071428571428571,2013-01-09 03:40:14
10394301,18408.928571428571,-10320.0357142857142857,1549.2142857142857143,2013-01-09 03:40:15
10394301,18372.142857142857,-10500.607142857143,1523.5357142857142857,2013-01-09 03:40:16
10394301,18447.142857142857,-10477.785714285714,1513.6428571428571429,2013-01-09 03:40:17
10394301,18242.821428571429,-10502.214285714286,1555.8214285714285714,2013-01-09 03:40:18
10394301,17942.500000000000,-10021.8214285714285714,1528.4285714285714286,2013-01-09 03:40:19
10394301,17687.363636363636,-9319.0909090909090909,1498.7272727272727273,2013-01-09 03:40:20
