person_id,avg_x,avg_y,avg_z,timestamp_sec
10312900,5407.5000000000000000,398.5000000000000000,1604.5000000000000000,2013-01-09 03:31:29
10312900,5533.1071428571428571,-22.3571428571428571,1625.8214285714285714,2013-01-09 03:31:30
10312900,6682.8928571428571429,-1145.7857142857142857,1644.0714285714285714,2013-01-09 03:31:31
10312900,7973.1111111111111111,-2238.8148148148148148,1676.8148148148148148,2013-01-09 03:31:32
10312900,8972.3214285714285714,-3236.2857142857142857,1637.0357142857142857,2013-01-09 03:31:33
10312900,9537.5357142857142857,-3906.8571428571428571,1627.1071428571428571,2013-01-09 03:31:34
10312900,9556.8965517241379310,-4123.1724137931034483,1660.6551724137931034,2013-01-09 03:31:35
10312900,9524.7500000000000000,-4174.5000000000000000,1621.6428571428571429,2013-01-09 03:31:36
10312900,9561.9285714285714286,-4153.4285714285714286,1678.3571428571428571,2013-01-09 03:31:37
10312900,9613.6551724137931034,-3957.2068965517241379,1641.6206896551724138,2013-01-09 03:31:38
10312900,9597.2758620689655172,-3921.5862068965517241,1660.8275862068965517,2013-01-09 03:31:39
10312900,9639.1379310344827586,-3913.6896551724137931,1652.2758620689655172,2013-01-09 03:31:40
10312900,9467.6071428571428571,-3899.5714285714285714,1646.8928571428571429,2013-01-09 03:31:41
10312900,9513.2500000000000000,-3863.1071428571428571,1602.7500000000000000,2013-01-09 03:31:42
10312900,9619.7586206896551724,-3921.9310344827586207,1620.4137931034482759,2013-01-09 03:31:43
10312900,9649.6428571428571429,-4041.3214285714285714,1579.2142857142857143,2013-01-09 03:31:44
10312900,10345.8461538461538462,-4625.6923076923076923,1531.2307692307692308,2013-01-09 03:31:45
10312900,11767.407407407407,-5982.8518518518518519,1601.4444444444444444,2013-01-09 03:31:46
10312900,13078.413793103448,-7229.9310344827586207,1691.4827586206896552,2013-01-09 03:31:47
10312900,14343.535714285714,-8182.0000000000000000,1678.3928571428571429,2013-01-09 03:31:48
10312900,15645.571428571429,-8926.5000000000000000,1561.3214285714285714,2013-01-09 03:31:49
10312900,16798.250000000000,-9822.0357142857142857,1602.0000000000000000,2013-01-09 03:31:50
10312900,17846.285714285714,-10852.428571428571,1748.7500000000000000,2013-01-09 03:31:51
10312900,18480.321428571429,-11963.214285714286,1665.7857142857142857,2013-01-09 03:31:52
10312900,19166.250000000000,-12411.321428571429,1589.0714285714285714,2013-01-09 03:31:53
10312900,19932.214285714286,-12842.500000000000,1805.9642857142857143,2013-01-09 03:31:54
10312900,20819.068965517241,-13296.413793103448,1805.6896551724137931,2013-01-09 03:31:55
10312900,21461.275862068966,-13757.034482758621,1683.4137931034482759,2013-01-09 03:31:56
10312900,22484.571428571429,-14159.214285714286,1554.5000000000000000,2013-01-09 03:31:57
10312900,23737.366666666667,-14623.966666666667,1623.6000000000000000,2013-01-09 03:31:58
10312900,24660.366666666667,-14812.433333333333,1695.6000000000000000,2013-01-09 03:31:59
10312900,25634.433333333333,-15156.900000000000,1620.6666666666666667,2013-01-09 03:32:00
10312900,26650.100000000000,-15527.033333333333,1513.8666666666666667,2013-01-09 03:32:01
10312900,27688.827586206897,-15893.965517241379,1505.7931034482758621,2013-01-09 03:32:02
10312900,28626.066666666667,-16269.500000000000,1607.1000000000000000,2013-01-09 03:32:03
10312900,29684.892857142857,-16680.750000000000,1734.9285714285714286,2013-01-09 03:32:04
10312900,30571.068965517241,-17546.137931034483,1666.6896551724137931,2013-01-09 03:32:05
10312900,31809.107142857143,-18132.571428571429,1597.3214285714285714,2013-01-09 03:32:06
10312900,33069.888888888889,-18611.814814814815,1732.7037037037037037,2013-01-09 03:32:07
10312900,34083.678571428571,-18718.928571428571,1729.5714285714285714,2013-01-09 03:32:08
10312900,35302.793103448276,-19044.344827586207,1772.1724137931034483,2013-01-09 03:32:09
10312900,36145.357142857143,-19472.607142857143,1688.9285714285714286,2013-01-09 03:32:10
10312900,37355.964285714286,-19939.571428571429,1824.2500000000000000,2013-01-09 03:32:11
10312900,38460.827586206897,-20303.413793103448,1892.3793103448275862,2013-01-09 03:32:12
10312900,39464.571428571429,-20707.821428571429,1790.7857142857142857,2013-01-09 03:32:13
10312900,40549.750000000000,-21103.214285714286,1639.0357142857142857,2013-01-09 03:32:14
10312900,41724.103448275862,-21781.517241379310,1771.9655172413793103,2013-01-09 03:32:15
10312900,42550.428571428571,-21805.785714285714,1767.8928571428571429,2013-01-09 03:32:16
10312900,43360.285714285714,-21668.642857142857,1603.1785714285714286,2013-01-09 03:32:17
10312900,44399.750000000000,-21379.857142857143,1518.2500000000000000,2013-01-09 03:32:18
10312900,45419.214285714286,-20661.571428571429,1655.8214285714285714,2013-01-09 03:32:19
10312900,46532.965517241379,-19972.310344827586,1736.9655172413793103,2013-01-09 03:32:20
10312900,46973.230769230769,-19237.692307692308,1712.4615384615384615,2013-01-09 03:32:21
